h 0	156.945	55	
t 0	156.945	55	
h 0	157.123	96	
t 0	157.123	96	
h 0	160.171	54	
t 0	160.171	54	
i	160.223	116	
t 0	161.606	101	
t 0	162.027	99	
h 0	162.027	99	
t 0	162.851	66	
t 0	163.183	99	
t 0	163.82	69	
h 0	163.82	69	
t 0	164.279	81	
h 0	164.315	102	
t 0	164.315	102	
h 0	164.645	103	
t 0	164.645	103	
t 0	167.988	106	
h 0	167.988	106	
i	168.886	119	
i	169.45	120	
h 0	170.496	51	
t 0	170.496	51	
t 0	171.169	103	
i	173.13	124	
h 0	175.223	112	
t 0	175.223	112	
t 0	177.798	106	
i	179.326	132	
t 0	180.684	32	
h 0	181.08	34	
t 0	181.08	34	
t 0	182.967	55	
i	184.026	136	
h 0	184.598	78	
t 0	184.598	78	
i	186.105	137	
i	190.001	139	
h 0	190.799	116	
t 0	190.799	116	
h 0	192.592	27	
t 0	192.592	27	
i	192.748	143	
t 0	195.093	85	
t 0	197.508	27	
h 0	197.636	120	
t 0	197.636	120	
h 0	198.164	119	
t 0	198.164	119	
t 0	204.568	137	
t 0	205.176	124	
i	206.212	154	
h 0	207.148	50	
t 0	207.148	50	
t 0	210.863	132	
t 0	211.83	136	
h 0	211.83	136	
i	212.642	162	
t 0	213.188	51	
i	215.844	164	
t 0	218.791	69	
t 0	219.464	139	
i	219.759	166	
t 0	220.38	96	
h 0	220.38	96	
h 0	220.98	143	
t 0	220.98	143	
t 0	221.017	88	
t 0	222.271	54	
h 0	223.472	102	
t 0	223.472	102	
t 0	224.166	143	
t 0	230.014	50	
t 0	230.302	112	
t 0	237.596	154	
t 0	237.684	34	
h 0	243.347	162	
t 0	243.347	162	
t 0	243.587	102	
t 0	244.399	119	
h 0	245.195	164	
t 0	245.195	164	
t 0	245.961	78	
h 0	245.961	78	
i	246.971	178	
h 0	248.971	166	
t 0	248.971	166	
t 0	251.577	116	
i	253.991	182	
t 0	254.009	120	
h 0	254.009	120	
i	256.894	183	
t 0	258.166	78	
i	258.854	185	
i	263.896	186	
i	264.581	188	
t 0	266.193	166	
t 0	267.134	136	
t 0	268.702	120	
i	269.786	192	
h 0	276.108	178	
t 0	276.108	178	
i	276.702	194	
t 0	278.361	164	
i	279.295	196	
i	279.764	198	
h 0	283.637	96	
t 0	283.637	96	
i	284.167	201	
h 0	287.318	182	
t 0	287.318	182	
h 0	287.548	185	
t 0	287.548	185	
t 0	289.108	162	
t 0	290.042	192	
h 0	290.152	183	
t 0	290.152	183	
t 0	290.434	194	
t 0	291.771	188	
t 0	292.168	186	
h 0	292.168	186	
i	293.962	205	
i	295.731	207	
t 0	306.638	185	
i	309.688	216	
t 0	309.916	198	
h 0	309.916	198	
h 0	310.494	196	
t 0	310.494	196	
i	311.097	218	
i	312.014	219	
i	318.412	222	
t 0	319.361	201	
h 0	319.361	201	
t 0	322.133	186	
h 0	323.506	205	
t 0	323.506	205	
i	324.217	228	
i	325.611	229	
i	326.199	230	
t 0	327.124	228	
t 0	328.239	207	
i	331.602	233	
i	332.122	235	
t 0	334.381	178	
i	335.102	240	
i	336.526	242	
h 0	337.229	216	
t 0	337.229	216	
i	338.343	245	
h 0	341.436	218	
t 0	341.436	218	
t 0	341.439	219	
h 0	341.439	219	
t 0	341.769	242	
i	343.902	248	
t 0	344.872	182	
i	346.224	250	
h 0	346.799	222	
t 0	346.799	222	
t 0	346.894	96	
h 0	346.894	96	
t 0	352.112	230	
h 0	354.598	229	
t 0	354.598	229	
h 0	356.667	183	
t 0	356.667	183	
t 0	357.688	205	
i	359.548	260	
h 0	361.426	233	
t 0	361.426	233	
i	361.601	261	
i	362.859	265	
t 0	364.595	260	
t 0	366.902	235	
h 0	366.902	235	
h 0	366.911	245	
t 0	366.911	245	
i	367.913	270	
t 0	368.034	219	
t 0	369.564	240	
h 0	369.564	240	
t 0	370.221	198	
t 0	371.91	196	
t 0	375.148	248	
h 0	375.148	248	
h 0	375.256	250	
t 0	375.256	250	
t 0	377.262	265	
i	379.429	277	
i	381.411	279	
t 0	383.277	229	
t 0	384.365	201	
t 0	385.059	248	
t 0	389.391	183	
h 0	392.311	216	
t 0	392.311	216	
i	393.615	287	
h 0	393.719	261	
t 0	393.719	261	
i	394.369	289	
h 0	395.155	270	
t 0	395.155	270	
t 0	400.372	277	
i	400.57	294	
h 0	402.113	218	
t 0	402.113	218	
h 0	403.573	222	
t 0	403.573	222	
i	408.578	300	
h 0	410.152	96	
t 0	410.152	96	
i	410.595	302	
i	411.828	305	
i	414.646	307	
h 0	414.699	279	
t 0	414.699	279	
i	414.877	308	
i	418.995	311	
h 0	421.074	233	
t 0	421.074	233	
h 0	424.046	245	
t 0	424.046	245	
i	425.471	316	
t 0	426.17	287	
t 0	426.784	289	
h 0	426.784	289	
h 0	432.053	294	
t 0	432.053	294	
t 0	432.28	240	
t 0	432.623	294	
t 0	432.647	316	
i	432.781	320	
h 0	433.319	250	
t 0	433.319	250	
h 0	436.463	235	
t 0	436.463	235	
t 0	436.498	300	
h 0	436.498	300	
t 0	437.784	320	
h 0	438.135	302	
t 0	438.135	302	
h 0	440.682	305	
t 0	440.682	305	
i	442.475	326	
i	443.604	327	
t 0	444.32	308	
h 0	446.075	307	
t 0	446.075	307	
h 0	447.393	216	
t 0	447.393	216	
h 0	448.1	311	
t 0	448.1	311	
i	448.936	330	
i	448.945	331	
h 0	449.638	270	
t 0	449.638	270	
t 0	457.956	261	
h 0	457.956	261	
h 0	460.348	222	
t 0	460.348	222	
t 0	461.513	327	
t 0	461.8	235	
t 0	462.79	218	
h 0	462.79	218	
t 0	464.924	270	
i	465.203	336	
h 0	472.559	326	
t 0	472.559	326	
t 0	473.409	96	
h 0	476.395	331	
t 0	476.395	331	
i	476.941	349	
t 0	477.615	330	
h 0	480.722	233	
t 0	480.722	233	
i	480.996	352	
h 0	481.182	245	
t 0	481.182	245	
t 0	481.275	279	
i	482.852	355	
i	487.332	357	
i	490.719	358	
i	490.852	359	
h 0	491.383	250	
t 0	491.383	250	
t 0	491.615	289	
h 0	491.615	289	
t 0	492.338	300	
h 0	492.431	336	
t 0	492.431	336	
i	492.955	361	
h 0	493.214	302	
t 0	493.214	302	
h 0	498.389	305	
t 0	498.389	305	
i	499.092	364	
h 0	502.475	216	
t 0	502.475	216	
t 0	503.16	302	
h 0	506.309	311	
t 0	506.309	311	
h 0	508.168	349	
t 0	508.168	349	
t 0	508.617	355	
t 0	508.932	307	
h 0	508.932	307	
i	510.184	366	
i	511	369	
t 0	513.328	352	
h 0	513.328	352	
i	515.861	372	
h 0	517.122	222	
t 0	517.122	222	
h 0	518.355	358	
t 0	518.355	358	
t 0	518.505	359	
h 0	518.505	359	
h 0	519.983	357	
t 0	519.983	357	
t 0	522.192	261	
h 0	522.192	261	
i	522.487	376	
h 0	523.467	218	
t 0	523.467	218	
h 0	523.814	361	
t 0	523.814	361	
i	525.344	379	
t 0	526.504	364	
t 0	527.622	359	
t 0	531.295	331	
h 0	531.295	331	
t 0	531.813	331	
h 0	532.728	326	
t 0	532.728	326	
i	534.852	383	
t 0	536.821	326	
h 0	538.318	245	
t 0	538.318	245	
h 0	538.831	366	
t 0	538.831	366	
t 0	539.847	261	
t 0	540.349	216	
t 0	540.37	233	
t 0	543.248	366	
t 0	543.324	369	
h 0	543.324	369	
t 0	544.763	349	
t 0	545.131	357	
h 0	546.888	336	
t 0	546.888	336	
t 0	547.323	372	
h 0	547.323	372	
i	548.595	393	
h 0	549.447	250	
t 0	549.447	250	
i	549.675	394	
t 0	550.509	361	
t 0	551.27	383	
h 0	551.558	376	
t 0	551.558	376	
t 0	555.078	245	
t 0	555.21	393	
h 0	555.382	379	
t 0	555.382	379	
t 0	555.57	250	
h 0	556.097	305	
t 0	556.097	305	
h 0	556.446	289	
t 0	556.446	289	
i	558.343	401	
t 0	558.407	401	
t 0	561.491	358	
t 0	564.518	311	
i	566.56	408	
t 0	567.927	376	
h 0	571.789	307	
t 0	571.789	307	
i	571.815	412	
t 0	573.276	336	
t 0	573.896	222	
t 0	577.992	352	
h 0	579.107	394	
t 0	579.107	394	
t 0	582.637	408	
t 0	584.144	218	
i	594.918	417	
i	595.748	418	
t 0	596.752	307	
h 0	596.948	412	
t 0	596.948	412	
i	596.978	420	
i	601.598	428	
t 0	607.132	394	
t 0	607.972	369	
h 0	610.246	372	
t 0	610.246	372	
i	610.599	434	
t 0	611.654	289	
i	613.743	437	
h 0	613.805	305	
t 0	613.805	305	
t 0	615.458	379	
h 0	615.458	379	
i	615.774	441	
i	616.634	444	
i	619.593	447	
h 0	624.395	420	
t 0	624.395	420	
h 0	624.783	417	
t 0	624.783	417	
i	626.055	451	
h 0	628.017	418	
t 0	628.017	418	
i	628.298	453	
t 0	630.479	428	
i	632.013	456	
i	633.174	459	
i	634.421	463	
h 0	642.242	441	
t 0	642.242	441	
t 0	643.522	434	
h 0	643.522	434	
h 0	644.507	444	
t 0	644.507	444	
t 0	645.306	447	
t 0	645.319	453	
t 0	646.829	437	
h 0	646.829	437	
t 0	647.214	412	
h 0	647.214	412	
i	648.413	467	
i	648.749	468	
i	650.888	469	
i	652.272	471	
t 0	652.452	434	
i	653.649	472	
i	656.669	476	
t 0	657.287	437	
t 0	657.329	469	
h 0	657.695	451	
t 0	657.695	451	
i	658.671	479	
t 0	661.969	456	
t 0	664.236	463	
h 0	664.33	459	
t 0	664.33	459	
t 0	664.574	451	
i	671.091	486	
t 0	671.484	418	
t 0	671.512	305	
h 0	673.169	372	
t 0	673.169	372	
t 0	675.534	379	
h 0	678.906	467	
t 0	678.906	467	
t 0	679.229	420	
t 0	680.167	468	
h 0	680.167	468	
i	684.161	492	
h 0	684.357	472	
t 0	684.357	472	
h 0	684.512	417	
t 0	684.512	417	
h 0	685.163	471	
t 0	685.163	471	
t 0	686.152	372	
t 0	687.508	467	
t 0	687.548	417	
h 0	687.965	476	
t 0	687.965	476	
h 0	688.331	479	
t 0	688.331	479	
i	692.6	497	
i	692.8	498	
t 0	695.179	441	
h 0	695.179	441	
t 0	697.161	476	
h 0	697.48	412	
t 0	697.48	412	
t 0	697.56	471	
t 0	699.071	444	
h 0	701.585	486	
t 0	701.585	486	
i	710.82	512	
h 0	712.576	492	
t 0	712.576	492	
t 0	715.345	486	
t 0	720.447	441	
h 0	720.758	498	
t 0	720.758	498	
i	721.864	517	
h 0	723.621	497	
t 0	723.621	497	
t 0	726.641	459	
t 0	728.949	498	
i	737.048	524	
i	740.139	526	
t 0	741.411	512	
h 0	741.411	512	
t 0	742.602	517	
i	742.76	528	
t 0	743.002	468	
i	744.197	529	
h 0	745.772	472	
t 0	745.772	472	
t 0	747.652	479	
t 0	747.746	412	
i	752.289	531	
i	758.005	538	
h 0	765.454	524	
t 0	765.454	524	
h 0	769.405	492	
t 0	769.405	492	
h 0	770.664	528	
t 0	770.664	528	
i	770.983	547	
h 0	771.124	526	
t 0	771.124	526	
t 0	771.94	497	
t 0	772.752	531	
t 0	773.953	529	
i	781.69	554	
i	783.328	557	
i	785.979	558	
t 0	786.682	554	
h 0	787.856	538	
t 0	787.856	538	
i	792.589	560	
h 0	799.864	547	
t 0	799.864	547	
h 0	802.594	512	
t 0	802.594	512	
i	802.75	568	
t 0	803.747	557	
h 0	807.187	472	
t 0	807.187	472	
i	807.281	572	
i	808.473	573	
i	810.111	576	
i	811.533	577	
h 0	814.161	558	
t 0	814.161	558	
t 0	814.43	526	
i	816.351	584	
i	821.36	587	
h 0	822.17	560	
t 0	822.17	560	
t 0	822.266	524	
h 0	822.266	524	
i	823.914	591	
t 0	826.234	492	
h 0	826.234	492	
h 0	826.473	528	
t 0	826.473	528	
t 0	831.302	568	
t 0	833.206	512	
i	835.73	595	
t 0	837.346	572	
t 0	838.797	558	
t 0	839.354	573	
h 0	839.354	573	
t 0	841.185	577	
h 0	841.185	577	
h 0	841.779	576	
t 0	841.779	576	
i	842.41	601	
t 0	846.715	584	
t 0	846.732	472	
t 0	847.557	538	
i	848.149	602	
i	848.874	603	
i	848.885	604	
t 0	849.117	576	
t 0	849.86	587	
h 0	855.95	591	
t 0	855.95	591	
i	856.535	607	
t 0	857.627	547	
t 0	859.138	595	
h 0	871.538	601	
t 0	871.538	601	
t 0	872.719	591	
t 0	874.385	607	
t 0	876.142	604	
h 0	878.02	603	
t 0	878.02	603	
h 0	879.078	524	
t 0	879.078	524	
i	880.548	618	
t 0	881.331	560	
h 0	881.331	560	
h 0	881.353	602	
t 0	881.353	602	
h 0	882.281	528	
t 0	882.281	528	
h 0	883.064	492	
t 0	883.064	492	
t 0	884.111	618	
i	887.763	624	
t 0	889.925	624	
i	891.112	626	
t 0	892.685	492	
i	896.526	631	
t 0	898.796	524	
i	899.959	633	
h 0	900.49	577	
t 0	900.49	577	
t 0	901.115	573	
h 0	901.115	573	
t 0	901.671	631	
t 0	907.732	603	
t 0	907.971	577	
i	910.239	643	
i	912.72	645	
i	912.95	646	
i	914.617	648	
i	914.807	650	
h 0	921.834	626	
t 0	921.834	626	
i	922.012	652	
t 0	927.594	633	
t 0	929.795	601	
h 0	938.089	528	
t 0	938.089	528	
h 0	940.492	560	
t 0	940.492	560	
t 0	941.263	645	
h 0	941.771	643	
t 0	941.771	643	
t 0	944.783	652	
i	945.024	665	
h 0	945.222	648	
t 0	945.222	648	
h 0	945.806	650	
t 0	945.806	650	
h 0	945.998	646	
t 0	945.998	646	
t 0	947.76	602	
h 0	947.76	602	
t 0	948.146	626	
i	951.632	668	
i	956.481	674	
t 0	959.44	643	
i	960.049	676	
i	960.82	677	
h 0	962.876	573	
t 0	962.876	573	
t 0	966.279	648	
i	970.981	680	
h 0	972.192	665	
t 0	972.192	665	
i	972.617	682	
i	974.957	684	
i	975.794	686	
i	978.726	687	
i	980.3	688	
h 0	982.637	668	
t 0	982.637	668	
t 0	983.391	674	
i	984.93	693	
h 0	987.628	676	
t 0	987.628	676	
i	987.946	696	
t 0	988.223	677	
i	993.621	700	
h 0	993.898	528	
t 0	993.898	528	
i	994.172	701	
t 0	995.766	560	
h 0	996.838	680	
t 0	996.838	680	
h 0	1000.6	682	
t 0	1000.6	682	
h 0	1004.44	684	
t 0	1004.44	684	
i	1005.14	706	
t 0	1005.62	686	
h 0	1005.62	686	
i	1006.04	708	
i	1006.12	709	
t 0	1007.8	650	
i	1009	713	
t 0	1010.3	687	
h 0	1010.3	687	
i	1010.81	715	
t 0	1011.22	693	
t 0	1011.66	676	
h 0	1012.09	646	
t 0	1012.09	646	
h 0	1012.54	688	
t 0	1012.54	688	
i	1013.72	717	
t 0	1014.17	602	
h 0	1014.17	602	
i	1016.27	720	
t 0	1016.85	696	
i	1023.8	728	
t 0	1023.89	700	
h 0	1023.89	700	
h 0	1024.64	573	
t 0	1024.64	573	
t 0	1025.84	713	
h 0	1026.53	665	
t 0	1026.53	665	
h 0	1027.75	701	
t 0	1027.75	701	
t 0	1028.93	668	
t 0	1029.6	720	
t 0	1033.44	682	
t 0	1035.11	709	
t 0	1036.81	708	
h 0	1037.15	706	
t 0	1037.15	706	
h 0	1041.32	717	
t 0	1041.32	717	
h 0	1041.58	715	
t 0	1041.58	715	
t 0	1048.55	680	
t 0	1049.71	528	
t 0	1052.33	728	
i	1053.31	741	
i	1053.33	742	
t 0	1053.69	715	
i	1056.12	746	
i	1058.73	747	
i	1059.25	748	
t 0	1060.91	700	
i	1061.26	749	
h 0	1063.41	684	
t 0	1063.41	684	
i	1065.01	753	
h 0	1065.27	686	
t 0	1065.27	686	
i	1066.13	754	
t 0	1070.25	684	
t 0	1071.26	742	
i	1072.58	761	
h 0	1073.44	687	
t 0	1073.44	687	
i	1075.01	763	
t 0	1075.44	748	
i	1076.18	764	
h 0	1077.01	688	
t 0	1077.01	688	
h 0	1078.19	646	
t 0	1078.19	646	
t 0	1080.57	602	
t 0	1080.86	665	
t 0	1081.3	687	
h 0	1081.63	741	
t 0	1081.63	741	
t 0	1084.26	646	
h 0	1084.79	746	
t 0	1084.79	746	
t 0	1086.4	573	
h 0	1086.4	573	
t 0	1087.51	701	
h 0	1088.2	747	
t 0	1088.2	747	
t 0	1091.7	749	
h 0	1091.7	749	
i	1092.27	773	
t 0	1092.97	753	
t 0	1096.52	717	
h 0	1096.89	754	
t 0	1096.89	754	
i	1097.59	777	
t 0	1100.59	761	
t 0	1101.16	706	
h 0	1101.16	706	
i	1101.41	782	
i	1103.03	786	
h 0	1103.8	764	
t 0	1103.8	764	
t 0	1109.94	686	
i	1111.04	793	
h 0	1112.7	763	
t 0	1112.7	763	
t 0	1112.86	777	
i	1117.63	797	
h 0	1122.04	773	
t 0	1122.04	773	
t 0	1123.31	688	
t 0	1123.72	786	
t 0	1129.04	741	
h 0	1129.22	782	
t 0	1129.22	782	
t 0	1129.37	754	
t 0	1129.88	749	
h 0	1138.29	793	
t 0	1138.29	793	
t 0	1140.35	793	
h 0	1142.15	746	
t 0	1142.15	746	
i	1142.45	806	
h 0	1145.26	797	
t 0	1145.26	797	
i	1147.09	811	
t 0	1147.15	747	
h 0	1147.15	747	
t 0	1148.16	573	
i	1152	814	
i	1152.52	815	
i	1155.96	816	
i	1156.43	817	
t 0	1159.03	764	
h 0	1159.03	764	
t 0	1161.24	773	
i	1161.48	821	
h 0	1165.18	706	
t 0	1165.18	706	
i	1166.49	825	
i	1172.28	830	
h 0	1174.63	811	
t 0	1174.63	811	
t 0	1176.49	764	
i	1176.62	834	
h 0	1177.16	806	
t 0	1177.16	806	
t 0	1180.05	814	
h 0	1180.05	814	
h 0	1181.4	815	
t 0	1181.4	815	
i	1181.51	835	
h 0	1183.05	817	
t 0	1183.05	817	
t 0	1183.24	816	
h 0	1183.24	816	
t 0	1184.85	782	
i	1185.41	839	
t 0	1188.09	763	
h 0	1188.09	763	
i	1190.48	843	
h 0	1192.42	821	
t 0	1192.42	821	
i	1193.54	845	
i	1193.6	846	
t 0	1194.17	839	
t 0	1194.38	825	
i	1196.34	849	
i	1197.22	850	
i	1197.35	851	
t 0	1197.9	806	
t 0	1198.33	834	
i	1198.76	852	
h 0	1199.5	746	
t 0	1199.5	746	
h 0	1200.5	797	
t 0	1200.5	797	
t 0	1200.86	830	
h 0	1200.86	830	
i	1204.52	854	
t 0	1205.39	845	
t 0	1206.1	747	
h 0	1206.1	747	
i	1207.66	856	
t 0	1207.7	850	
i	1208.27	857	
i	1212.09	859	
i	1212.52	861	
t 0	1212.64	797	
h 0	1212.68	835	
t 0	1212.68	835	
i	1214.8	865	
i	1215.19	866	
h 0	1217.95	843	
t 0	1217.95	843	
i	1218.21	869	
t 0	1219.89	814	
t 0	1223.67	830	
h 0	1223.71	846	
t 0	1223.71	846	
t 0	1225.26	706	
t 0	1226.03	846	
h 0	1226.04	849	
t 0	1226.04	849	
t 0	1228.11	851	
h 0	1228.85	852	
t 0	1228.85	852	
t 0	1229.32	835	
t 0	1229.72	811	
h 0	1229.72	811	
i	1230.62	874	
t 0	1232.39	865	
h 0	1232.39	854	
t 0	1232.39	854	
t 0	1232.52	811	
i	1232.91	876	
i	1232.99	877	
h 0	1236.28	817	
t 0	1236.28	817	
h 0	1236.76	857	
t 0	1236.76	857	
t 0	1237.11	877	
h 0	1237.8	816	
t 0	1237.8	816	
t 0	1237.83	763	
h 0	1238.03	856	
t 0	1238.03	856	
h 0	1239.18	815	
t 0	1239.18	815	
i	1239.81	880	
t 0	1240.27	859	
h 0	1240.88	861	
t 0	1240.88	861	
t 0	1241.97	854	
t 0	1243.98	861	
h 0	1246.76	866	
t 0	1246.76	866	
t 0	1248	816	
t 0	1249.68	880	
h 0	1250.8	869	
t 0	1250.8	869	
i	1251.53	885	
i	1252.48	886	
h 0	1254.3	821	
t 0	1254.3	821	
t 0	1256.85	746	
h 0	1258.3	874	
t 0	1258.3	874	
i	1258.58	889	
t 0	1261.8	876	
h 0	1261.8	876	
t 0	1265.05	747	
i	1265.63	894	
t 0	1266.79	874	
i	1271.15	896	
i	1271.15	897	
t 0	1272.89	843	
h 0	1272.89	843	
i	1273.1	901	
t 0	1275.77	876	
t 0	1277.05	849	
h 0	1280.09	885	
t 0	1280.09	885	
t 0	1283.97	866	
t 0	1284.29	817	
h 0	1286.09	889	
t 0	1286.09	889	
h 0	1287.39	886	
t 0	1287.39	886	
i	1288.96	908	
h 0	1289.04	852	
t 0	1289.04	852	
t 0	1293.3	843	
t 0	1293.74	857	
h 0	1293.74	857	
t 0	1295.45	894	
i	1296.69	913	
t 0	1296.95	815	
h 0	1296.95	815	
h 0	1298.76	856	
t 0	1298.76	856	
i	1299.96	918	
h 0	1302.36	897	
t 0	1302.36	897	
t 0	1303.03	896	
i	1303.83	921	
i	1305.8	923	
t 0	1307.05	901	
h 0	1307.05	901	
i	1310.27	928	
h 0	1315.97	869	
t 0	1315.97	869	
h 0	1316.19	821	
t 0	1316.19	821	
t 0	1317.62	908	
i	1322.48	932	
i	1326.03	937	
t 0	1326.38	856	
h 0	1327.52	913	
t 0	1327.52	913	
t 0	1329.56	923	
i	1330.24	943	
t 0	1330.29	932	
h 0	1330.31	918	
t 0	1330.31	918	
i	1331.45	944	
t 0	1332.49	943	
h 0	1333.63	921	
t 0	1333.63	921	
t 0	1334.15	815	
t 0	1337.19	885	
h 0	1337.19	885	
i	1338.34	946	
t 0	1339.61	946	
i	1340.97	947	
h 0	1341.12	889	
t 0	1341.12	889	
i	1342.7	949	
t 0	1343.65	921	
t 0	1345.18	928	
i	1348.25	954	
t 0	1349.24	852	
h 0	1349.24	852	
i	1349.63	956	
h 0	1350.72	857	
t 0	1350.72	857	
i	1352.13	958	
t 0	1353.45	949	
t 0	1354.41	869	
t 0	1354.53	901	
h 0	1356.19	937	
t 0	1356.19	937	
t 0	1356.89	944	
h 0	1357.2	886	
t 0	1357.2	886	
i	1359.12	960	
t 0	1364.79	897	
i	1369.04	965	
i	1371.21	966	
h 0	1371.75	947	
t 0	1371.75	947	
h 0	1374.77	954	
t 0	1374.77	954	
i	1374.97	970	
t 0	1376.26	958	
t 0	1376.33	918	
t 0	1378.07	821	
h 0	1378.07	821	
h 0	1382.56	956	
t 0	1382.56	956	
t 0	1384.91	954	
t 0	1385.55	852	
i	1387.74	982	
h 0	1389.17	913	
t 0	1389.17	913	
i	1389.52	985	
h 0	1390.97	960	
t 0	1390.97	960	
i	1391.67	988	
i	1391.71	989	
h 0	1394.3	885	
t 0	1394.3	885	
t 0	1396.15	889	
h 0	1398.74	966	
t 0	1398.74	966	
i	1400.35	994	
h 0	1401.22	965	
t 0	1401.22	965	
i	1401.69	995	
i	1402.51	996	
t 0	1405.64	970	
h 0	1405.64	970	
t 0	1406.81	994	
t 0	1407.7	857	
h 0	1407.7	857	
i	1407.97	998	
t 0	1408.71	960	
i	1410.61	1000	
t 0	1410.89	995	
h 0	1416.5	937	
t 0	1416.5	937	
i	1418.36	1007	
t 0	1418.59	982	
h 0	1418.79	989	
t 0	1418.79	989	
h 0	1419.12	985	
t 0	1419.12	985	
t 0	1422.94	956	
t 0	1425.41	937	
t 0	1426.43	988	
h 0	1426.43	988	
h 0	1427.02	886	
t 0	1427.02	886	
t 0	1427.06	886	
t 0	1428.55	985	
t 0	1428.87	821	
i	1429.65	1012	
i	1429.76	1013	
h 0	1432.08	996	
t 0	1432.08	996	
t 0	1432.46	1013	
i	1432.78	1016	
h 0	1433.3	947	
t 0	1433.3	947	
t 0	1434.66	947	
t 0	1436.38	988	
i	1437.43	1020	
i	1438.57	1021	
t 0	1441.49	1000	
i	1441.71	1025	
h 0	1443.92	998	
t 0	1443.92	998	
i	1445.67	1029	
h 0	1445.89	1007	
t 0	1445.89	1007	
h 0	1450.82	913	
t 0	1450.82	913	
h 0	1451.41	885	
t 0	1451.41	885	
i	1451.68	1037	
i	1452.87	1039	
t 0	1453.79	966	
t 0	1457.3	1037	
i	1459.84	1043	
i	1463.33	1047	
t 0	1463.42	1016	
h 0	1463.42	1016	
h 0	1463.64	1020	
t 0	1463.64	1020	
t 0	1464.26	1012	
h 0	1464.26	1012	
t 0	1464.67	857	
h 0	1465.57	965	
t 0	1465.57	965	
h 0	1466.99	970	
t 0	1466.99	970	
i	1466.99	1052	
i	1467.34	1053	
t 0	1467.42	1021	
t 0	1468.05	1039	
h 0	1469.86	1025	
t 0	1469.86	1025	
t 0	1472.95	989	
h 0	1472.95	989	
t 0	1474.17	1029	
h 0	1474.17	1029	
i	1475.96	1058	
t 0	1476.9	989	
i	1480.88	1063	
i	1485.12	1067	
i	1485.66	1068	
h 0	1489.45	1043	
t 0	1489.45	1043	
t 0	1489.78	965	
i	1489.9	1071	
t 0	1490.95	1067	
h 0	1491.24	996	
t 0	1491.24	996	
t 0	1492.42	885	
i	1493.43	1072	
t 0	1493.63	1052	
i	1495.02	1073	
h 0	1495.08	1047	
t 0	1495.08	1047	
t 0	1498.4	913	
h 0	1499.05	1053	
t 0	1499.05	1053	
t 0	1500.71	1016	
h 0	1500.95	1007	
t 0	1500.95	1007	
t 0	1502.9	1072	
t 0	1503.96	1025	
