h 0	180.834	136
h 0	180.944	121
h 0	181	326
h 0	181.466	280
i	181.499	389
h 0	182.269	156
i	182.604	392
i	184.604	396
i	186.662	400
i	190.403	409
i	190.462	410
h 0	192.125	234
h 0	192.795	409
h 0	192.953	231
i	195.696	420
i	195.699	421
i	195.812	422
h 0	197.08	400
h 0	197.375	146
h 0	197.549	220
i	198.49	428
i	200.152	432
h 0	200.677	343
h 0	200.778	421
h 0	203.728	50
i	205.513	440
i	205.739	442
h 0	210.668	366
i	210.745	452
h 0	211.269	368
i	211.943	455
i	212.403	457
h 0	213.601	193
h 0	215.412	452
h 0	216.346	217
h 0	216.956	87
h 0	218.069	285
h 0	218.204	249
h 0	218.756	389
h 0	219.259	371
h 0	220.486	318
h 0	221.473	267
h 0	222.706	396
i	223.358	478
h 0	223.751	338
h 0	225.666	253
i	229.431	490
i	230.836	494
h 0	233.111	490
h 0	237.42	432
h 0	237.772	442
h 1	238.467	241
h 0	239.475	175
h 0	242.857	109
h 0	244.36	136
h 0	245.415	280
h 0	246.008	138
h 1	246.077	234
h 0	246.85	156
h 0	255.936	440
h 0	261.17	231
h 0	261.61	421
i	261.661	550
i	261.776	551
h 0	263.455	220
h 0	264.631	400
i	267.852	565
h 0	276.296	193
i	276.328	583
h 0	276.756	87
h 0	280.851	389
i	281.774	593
h 0	282.873	249
h 0	284.097	217
h 0	285.553	396
i	286.587	603
h 0	286.993	253
h 0	287.656	494
i	288.397	607
i	290.92	612
h 0	298.527	442
h 0	299.082	490
h 0	299.798	603
h 0	299.854	175
h 0	300.029	234
h 0	300.279	432
i	301.89	630
i	302.595	632
i	308.335	643
h 0	308.852	241
h 0	309.365	280
h 0	312.218	109
i	312.321	651
h 0	312.412	138
i	314.078	656
i	316.561	662
i	320.281	669
h 0	320.733	550
h 0	322.442	421
i	322.805	676
h 0	325.522	630
h 0	325.696	440
h 0	326.222	662
i	327.954	684
h 0	329.36	220
h 0	329.387	231
h 0	338.99	193
h 0	342.946	389
i	344.563	717
i	345.399	719
h 0	346.053	676
h 0	346.748	684
h 0	348.4	396
i	350.484	727
i	351.616	730
i	351.63	731
h 0	351.908	717
i	352.633	735
h 0	353.981	234
i	354.176	740
i	354.223	741
i	354.992	743
h 0	355.969	740
h 0	356.97	651
h 0	360.233	175
i	361.719	756
h 0	363.139	432
i	363.344	761
i	364.563	764
h 0	365.054	490
h 0	368.935	603
i	369.826	774
h 0	370.721	741
h 0	370.987	643
h 0	373.315	280
i	376.134	785
h 0	377.853	785
h 0	378.816	138
i	380.215	793
i	380.323	794
i	381.361	797
i	382.801	801
i	382.83	802
h 0	383.275	421
h 0	384.15	802
h 0	384.153	761
h 0	385.833	719
h 0	387.571	735
i	393.003	821
i	393.062	822
h 0	393.999	662
i	397.108	830
i	399.738	837
h 0	400.567	730
i	403.436	845
h 0	403.573	676
h 0	408.255	684
h 0	408.795	845
i	408.81	853
h 0	409.678	731
h 0	414.854	797
h 0	415.33	743
i	416.009	868
i	417.347	873
h 0	420.11	717
h 0	420.93	740
i	422.862	882
h 0	423.083	830
i	424.226	886
i	424.483	888
h 0	424.789	651
i	425.322	891
h 0	425.777	837
h 0	425.999	432
h 0	426.16	821
h 0	428.179	853
h 0	428.725	774
i	430.574	900
i	432.842	904
i	441.527	918
h 0	441.978	918
h 0	444.107	421
h 0	445.026	822
h 0	445.595	761
h 0	446.168	785
h 0	449.955	802
i	451.082	938
i	452.594	941
h 0	454.744	900
i	455.057	946
i	456.68	950
i	458.716	954
i	460.396	958
i	463.387	964
h 0	464.165	888
i	466.063	970
h 0	466.803	730
h 0	466.858	904
i	468.822	978
h 0	469.762	684
h 0	470.275	731
i	470.398	982
h 0	472.246	970
h 0	475.515	882
h 0	475.869	797
i	476.457	994
h 0	476.578	845
h 0	478.803	743
h 0	480.29	891
h 0	482.702	964
h 0	483.149	941
h 0	484.348	886
i	486.528	1017
i	488.476	1023
h 0	488.535	821
h 0	491.897	982
h 0	492.608	651
h 0	493.183	1023
h 0	497.406	774
h 0	502.407	950
h 0	507.036	761
h 0	507.492	994
i	508.229	1060
i	510.865	1065
h 0	514.483	785
h 0	515.759	802
i	517.228	1076
i	519.872	1082
i	524.676	1091
i	524.787	1092
h 0	526.541	888
i	526.64	1098
h 0	527.253	978
i	528.675	1102
i	529.955	1105
h 0	530.872	731
h 0	533.038	730
i	534.086	1114
h 0	534.457	1017
h 0	535.019	1105
h 0	537.503	970
i	539.867	1126
i	540.938	1129
h 0	542.276	743
h 0	544.33	891
h 0	544.362	845
h 0	544.38	1065
h 0	545.217	1060
h 0	545.756	1102
h 0	547.124	1091
h 0	550.269	964
h 0	551.168	1114
i	551.855	1149
i	552.732	1152
i	556.488	1163
h 0	560.427	651
h 0	561.062	1023
i	562.636	1175
i	562.674	1176
h 0	564.86	1163
h 0	566.088	774
h 0	566.362	1152
h 0	566.892	950
i	567.187	1184
i	568.881	1188
i	570.491	1192
i	573.535	1199
i	575.972	1204
i	575.977	1205
i	580.979	1215
h 0	581.509	1175
h 0	581.538	1082
i	582.86	1220
h 0	586.533	1188
h 0	588.916	888
h 0	595.003	1199
h 0	596.254	1215
i	596.96	1242
i	597.021	1243
h 0	598.563	1184
h 0	599.274	730
i	600.936	1250
h 0	601.782	1065
h 0	602.761	970
i	603.26	1254
h 0	604.224	1105
h 0	604.533	1176
h 0	606.228	1060
i	607.977	1262
i	608.014	1263
i	608.9	1266
h 0	612.145	845
i	612.78	1273
i	612.808	1274
i	613.087	1276
i	613.946	1278
h 0	614.222	1204
h 0	614.952	1242
h 0	617.837	964
i	618.598	1286
h 0	619.301	1114
h 0	619.985	1274
i	622.482	1294
i	622.669	1296
h 0	623.995	1273
h 0	625.557	1266
h 0	626.483	1296
h 0	627.352	1163
h 0	629.028	1205
h 0	632.32	1262
i	639.992	1325
i	640.609	1327
i	642.693	1332
h 0	643.306	1175
h 0	645.428	1082
h 0	645.645	1243
i	647.584	1342
i	647.697	1343
i	649.884	1348
h 0	652.429	1263
h 0	654.161	1188
i	655.383	1360
i	657.991	1368
i	658.107	1369
i	665.029	1381
h 0	667.239	1060
h 0	667.684	1348
h 0	668.019	970
i	668.127	1387
i	669.603	1390
h 0	671.288	1276
h 0	671.481	1325
h 0	672.138	1176
i	673.108	1397
i	675.941	1404
h 0	676.449	1390
h 0	676.895	1204
i	677.049	1408
h 0	679.078	1342
h 0	679.881	1242
h 0	680.531	1332
i	681.187	1415
h 0	685.404	964
h 0	687.433	1114
h 0	689.843	1163
h 0	690.542	1274
h 0	694.619	1273
h 0	696.389	1205
h 0	696.958	1296
i	698.708	1447
i	700.818	1453
i	702.926	1458
h 0	708.86	1404
h 0	710.639	1453
i	712.921	1477
h 0	716.713	1263
h 0	718.892	1408
i	719.863	1491
h 0	720.171	1491
h 0	720.933	1368
i	722.628	1496
h 0	726.034	1397
h 0	726.425	1415
i	726.718	1503
i	726.755	1504
h 0	729.444	1503
i	730.902	1512
h 0	731.331	1325
h 0	733.166	1276
h 0	734.116	1348
h 0	735.67	1512
i	736.065	1521
h 0	736.101	1332
i	739.005	1528
i	742.953	1538
i	747.138	1548
i	747.208	1549
h 0	752.334	1163
h 0	752.972	964
h 0	755.566	1114
i	758.066	1568
i	759.645	1573
i	760.587	1575
h 0	761.098	1274
h 0	763.75	1205
i	764.586	1581
h 0	765.242	1273
h 0	768.507	1575
h 0	769.7	1504
h 0	772.486	1453
h 0	773.376	1521
h 0	774.435	1404
i	775.207	1601
i	775.304	1602
h 0	775.603	1549
h 0	775.844	1496
i	778.522	1607
h 0	780.263	1538
h 0	781.661	1491
i	786.019	1622
h 0	791.181	1325
i	791.219	1631
h 0	791.67	1332
h 0	792.285	1581
h 0	794.114	1415
i	795.474	1638
i	797.88	1646
i	798.065	1648
h 0	798.438	1512
h 0	798.542	1573
h 0	800.548	1348
h 0	800.898	1607
h 0	801.542	1568
i	804.225	1661
i	807.681	1669
i	812.779	1679
i	813.707	1681
i	813.753	1682
h 0	814.826	1163
i	817.045	1690
i	819.139	1695
i	819.14	1696
h 0	820.158	1648
h 0	820.777	1646
i	826.786	1712
i	829.187	1717
h 0	831.111	1205
h 0	833.007	1682
h 0	833.525	1504
h 0	834.332	1453
h 0	834.918	1521
h 0	835.866	1273
h 0	838.031	1638
h 0	838.034	1681
i	839.552	1735
h 0	840.011	1404
h 0	843.152	1491
h 0	843.414	1496
i	845.287	1744
h 0	847.24	1332
h 0	849.905	1735
i	851.559	1755
i	853.102	1758
i	855.937	1764
i	856.055	1765
h 0	857.447	1581
h 0	860.666	1696
h 0	861.206	1512
i	861.282	1777
h 0	864.339	1568
h 0	865.827	1712
h 0	866.979	1348
h 0	868.831	1695
h 0	870.997	1777
i	873.972	1802
i	874.041	1803
i	874.667	1805
i	874.69	1806
i	878.728	1812
h 0	879.032	1802
h 0	882.488	1648
i	883.134	1822
h 0	887.022	1755
i	888.018	1830
h 0	888.286	1646
h 0	894.417	1682
h 0	896.178	1453
h 0	897.478	1806
h 0	897.636	1822
i	898.674	1849
h 0	900.861	1638
i	901.016	1854
h 0	903.215	1681
i	904.888	1862
h 0	905.641	1735
h 0	905.755	1849
h 0	905.759	1803
h 0	906.029	1805
h 0	906.97	1744
h 0	910.984	1496
i	913.286	1879
i	917.603	1887
h 0	920.123	1854
h 0	927.135	1568
i	927.137	1904
i	928.197	1906
h 0	928.442	1696
h 0	930.896	1712
h 0	931.557	1695
h 0	932.171	1777
i	933.47	1917
i	933.551	1918
h 0	934.24	1887
i	937.121	1925
h 0	937.813	1918
i	940.078	1933
h 0	941.649	1802
i	943.071	1938
i	947.214	1950
i	947.296	1951
h 0	948.432	1951
i	950.316	1956
i	953.784	1964
h 0	955.795	1646
h 0	956.361	1862
i	956.539	1970
i	956.887	1972
h 0	960.315	1972
h 0	961.376	1735
h 0	962.5	1806
i	964.436	1986
h 0	968.396	1681
h 0	969.114	1805
h 0	969.641	1917
i	969.988	1996
i	973.082	2002
i	973.984	2005
h 0	978.554	1496
i	980.08	2014
i	982.595	2021
h 0	983.529	1854
i	983.833	2025
i	986.521	2032
i	988.185	2036
i	988.221	2037
h 0	989.932	1568
i	990.571	2042
h 0	992.656	1933
h 0	993.346	1777
i	993.676	2049
h 0	995.965	1712
h 0	996.217	1696
h 0	998.156	2025
h 0	1001.07	1964
i	1002.58	2065
i	1002.61	2066
h 0	1002.94	1938
h 0	1003.29	1956
i	1003.45	2069
h 0	1004.77	2065
h 0	1007.44	2066
h 0	1008.01	2032
h 0	1011.41	2069
i	1011.69	2084
h 0	1011.93	1996
i	1014.45	2091
h 0	1015.52	2021
h 0	1017.02	2014
i	1019.04	2100
h 0	1019.29	1970
i	1020.34	2103
i	1022.75	2108
i	1024.1	2111
h 0	1024.53	1862
h 0	1025.12	2049
i	1025.64	2115
h 0	1027.12	1972
h 0	1027.52	1806
h 0	1028.23	2111
i	1031.56	2126
i	1031.57	2127
h 0	1032.32	2036
h 0	1033.66	2005
h 0	1034.15	2037
i	1034.34	2132
h 0	1036.56	1917
h 0	1037.06	2103
i	1037.42	2138
i	1041.02	2148
i	1041.05	2149
i	1043.01	2154
h 0	1044.8	2132
i	1049.47	2166
h 0	1051.73	2138
i	1052.89	2174
h 0	1054.52	1777
i	1060.24	2186
h 0	1061.79	2025
i	1062.53	2190
i	1062.53	2191
h 0	1063.99	1696
h 0	1064.33	1956
i	1068.35	2203
h 0	1068.94	1938
i	1070.82	2209
h 0	1073.18	2032
h 0	1074.35	2069
h 0	1075.6	2127
h 0	1075.67	2066
i	1078.67	2225
h 0	1080.09	2021
i	1080.65	2231
i	1080.71	2232
i	1080.79	2233
h 0	1084.12	2014
h 0	1085.67	1970
h 0	1087.56	2126
h 0	1089.87	2186
h 0	1091.32	2111
i	1091.75	2253
h 0	1092.7	1862
h 0	1093.87	2191
h 0	1093.93	1972
h 0	1095.64	2148
i	1097.37	2267
h 0	1097.58	2036
h 0	1098.12	2005
h 0	1101.06	2037
h 0	1103.47	1917
h 0	1103.72	2149
h 0	1103.77	2103
i	1106.68	2285
i	1107.11	2287
h 0	1108.35	2132
i	1109.5	2292
i	1109.52	2293
i	1109.56	2294
i	1113.37	2302
i	1114.88	2305
h 0	1117.12	2232
i	1119.37	2315
h 0	1119.49	2225
h 0	1119.66	2190
i	1122.04	2320
h 0	1131.77	1696
i	1132.32	2343
h 0	1134.73	2294
i	1134.85	2349
i	1134.93	2350
h 0	1134.93	1938
h 0	1135.78	2285
h 0	1137.3	2069
h 0	1138.35	2032
i	1139.17	2358
h 0	1141.34	2127
i	1142.48	2366
h 0	1143.25	2350
h 0	1143.9	2066
h 0	1144.65	2021
i	1145.03	2370
h 0	1145.13	2126
i	1145.91	2372
h 0	1147.95	2302
i	1148.75	2378
h 0	1149.56	2315
i	1150.42	2383
h 0	1151.96	2320
h 0	1155.31	2191
h 0	1157.03	2293
i	1157.63	2395
i	1157.69	2396
h 0	1158.75	2366
h 0	1160.57	2349
h 0	1162.84	2036
h 0	1165.45	2383
i	1166.57	2412
h 0	1170.34	2149
h 0	1170.39	1917
h 0	1170.47	2103
h 0	1171.91	2132
h 0	1172.65	2292
i	1179.58	2439
h 0	1181.64	2305
i	1182.27	2444
i	1182.85	2446
i	1183.47	2448
h 0	1184.93	2370
h 0	1185.2	2190
h 0	1185.78	2439
h 0	1186.38	2225
h 0	1186.46	2412
h 0	1194.06	2378
i	1195.02	2467
h 0	1200.24	2069
h 0	1201.83	2294
h 0	1202.7	2126
i	1202.78	2483
i	1202.89	2484
i	1202.98	2485
h 0	1203.27	2302
h 0	1203.52	2032
h 0	1205.05	2372
i	1206.52	2492
h 0	1206.68	2492
i	1207.37	2494
i	1207.42	2495
h 0	1209.22	2021
h 0	1212.41	2315
i	1213.35	2508
h 0	1216.74	2191
i	1217.46	2516
i	1218.28	2519
i	1219.35	2522
h 0	1220.1	2366
h 0	1222.35	2495
h 0	1224.68	2293
i	1230.2	2541
i	1231.97	2545
h 0	1232.12	2383
h 0	1236.44	2292
h 0	1237.17	2103
i	1239.13	2558
i	1239.2	2559
i	1244.37	2568
h 0	1247.03	2519
h 0	1247.13	2370
h 0	1249.88	2412
i	1249.99	2581
h 0	1250.46	2305
h 0	1250.75	2190
h 0	1251.34	2516
i	1252.06	2587
i	1257.3	2597
h 0	1258.58	2302
i	1260.41	2602
i	1261.71	2605
i	1263.24	2608
i	1265.86	2613
i	1265.88	2614
h 0	1266.08	2597
i	1267.8	2618
i	1268.48	2621
i	1269.18	2624
i	1269.22	2625
h 0	1269.89	2492
h 0	1270.23	2372
h 0	1271.9	2605
i	1272.01	2632
i	1272.85	2634
i	1274.39	2638
h 0	1274.8	2602
h 0	1274.81	2559
h 0	1275.26	2315
i	1276.14	2644
i	1277.2	2648
h 0	1278.18	2191
i	1281.42	2657
h 0	1281.45	2366
i	1282.08	2660
h 0	1282.87	2618
i	1283.04	2662
h 0	1283.53	2662
i	1288.2	2672
i	1289.36	2675
h 0	1290.35	2621
h 0	1292.34	2293
h 0	1293.69	2495
h 0	1298.79	2383
h 0	1299.46	2625
h 0	1300.23	2292
i	1300.32	2695
h 0	1302.21	2624
h 0	1303.57	2638
h 0	1308.56	2519
i	1309.5	2712
h 0	1310.77	2614
h 0	1311.74	2660
i	1312.23	2719
i	1313.33	2723
h 0	1313.57	2516
h 0	1313.89	2302
i	1314.59	2727
h 0	1314.66	2657
i	1317.22	2733
i	1317.98	2735
h 0	1319.68	2634
i	1324.2	2748
i	1324.3	2749
i	1324.33	2750
i	1327.06	2758
h 0	1327.66	2727
h 0	1329.89	2719
i	1332.96	2770
h 0	1333.09	2492
h 0	1333.19	2597
i	1334.95	2774
h 0	1335.42	2372
i	1337.65	2780
h 0	1338.55	2672
h 0	1339.24	2602
h 0	1339.62	2191
h 0	1340.42	2695
i	1342.2	2788
i	1343.2	2791
i	1344.87	2795
i	1348.62	2803
h 0	1349.49	2758
h 0	1349.72	2618
i	1352.87	2811
i	1356.32	2822
i	1357.72	2827
h 0	1360.09	2621
i	1361.04	2834
h 0	1362.46	2625
h 0	1362.69	2774
h 0	1364.02	2292
h 0	1364.99	2795
h 0	1365.46	2383
i	1366.39	2845
h 0	1367.6	2723
h 0	1368.64	2624
h 0	1369.97	2733
i	1370.8	2855
i	1373.31	2859
h 0	1375.79	2516
i	1376.47	2865
h 0	1376.53	2614
i	1376.58	2866
i	1376.68	2867
h 0	1377.06	2834
h 0	1378.83	2827
i	1379.36	2873
i	1379.4	2874
i	1379.49	2875
i	1385.69	2889
i	1387.41	2894
h 0	1393.62	2750
h 0	1395.36	2894
h 0	1396.3	2492
h 0	1396.48	2695
h 0	1397.72	2672
h 0	1398.07	2791
i	1398.53	2913
i	1400.27	2918
i	1401.23	2920
i	1401.32	2921
h 0	1401.34	2822
i	1402.22	2924
i	1403.37	2927
h 0	1403.67	2602
i	1404.33	2929
h 0	1405.94	2865
h 0	1406.83	2913
h 0	1409.21	2758
i	1410.12	2941
h 0	1416.57	2618
i	1417.62	2953
i	1419.41	2957
h 0	1419.88	2811
i	1420.69	2961
i	1427.26	2973
i	1428.47	2976
h 0	1428.6	2774
h 0	1429.65	2795
h 0	1430.11	2874
h 0	1431.24	2973
h 0	1431.41	2723
h 0	1432.13	2383
i	1433.25	2986
h 0	1434.98	2953
i	1436.19	2993
h 0	1437.97	2929
h 0	1438.41	2920
i	1438.46	2998
h 0	1439.41	2733
i	1441.4	3004
h 0	1442.29	2614
h 0	1446.5	2889
i	1446.75	3013
h 0	1448.24	2834
h 0	1449.69	2918
h 0	1449.94	3004
i	1451.53	3025
h 0	1452.54	2695
h 0	1454.7	3013
h 0	1456.16	2961
h 0	1456.88	2672
i	1458.96	3040
i	1460.05	3042
h 0	1463.63	2822
h 0	1464.32	2750
i	1465.66	3054
h 0	1468.5	2913
h 0	1468.93	2758
i	1469.2	3062
i	1469.32	3063
i	1470.22	3065
i	1470.73	3067
h 0	1470.81	2865
i	1471.55	3069
i	1476.24	3077
h 0	1480.18	2986
h 0	1482.08	3054
h 0	1483.42	2618
h 0	1487.57	2811
h 0	1489.49	3067
i	1491.65	3105
h 0	1491.83	2973
h 0	1493.78	3077
h 0	1494.31	2795
i	1496.31	3114
h 0	1498.27	3065
h 0	1502.79	2953
i	1504.31	3128
h 0	1505.07	2929
h 0	1507.91	3040
i	1508.77	3138
i	1509.78	3142
h 0	1509.93	3105
i	1512.49	3147
h 0	1513.44	2918
h 0	1515.57	3138
h 0	1516.05	2672
h 0	1516.44	3025
h 0	1516.82	3004
h 0	1517.08	2961
i	1523.4	3168
h 0	1525.66	3013
h 0	1526.31	3128
h 0	1528.65	2758
i	1529.47	3178
h 0	1530.17	2913
i	1532.15	3182
h 0	1535.64	3168
h 0	1535.67	2865
i	1539.45	3196
i	1539.54	3197
i	1540.42	3200
h 0	1540.73	2986
i	1544.91	3208
i	1544.95	3209
h 0	1550.27	2618
h 0	1552.03	3067
h 0	1552.42	2973
i	1554.12	3228
i	1554.19	3229
h 0	1557	3196
h 0	1559.83	3182
h 0	1561.31	3228
h 0	1561.65	3065
i	1563.66	3246
h 0	1563.83	3077
i	1564.67	3249
h 0	1567.91	3249
i	1568.08	3255
i	1568.74	3258
h 0	1569.98	3142
h 0	1570.61	2953
h 0	1570.93	3209
i	1572.51	3265
h 0	1573.22	3105
h 0	1573.63	3178
h 0	1578	2961
h 0	1580.64	3208
i	1582.37	3285
i	1582.46	3286
h 0	1582.73	3286
h 0	1583.69	3004
i	1584.01	3290
i	1586.77	3296
i	1587.95	3299
h 0	1588.38	2758
i	1588.88	3301
i	1588.92	3302
h 0	1591.84	2913
h 0	1593.35	3285
h 0	1593.42	3200
i	1594.22	3315
h 0	1596.61	3013
i	1597.77	3323
h 0	1597.98	3168
h 0	1600.53	3258
i	1600.66	3330
h 0	1601.27	2986
h 0	1602.17	3246
i	1603.73	3337
h 0	1605.73	3255
h 0	1606.77	3323
h 0	1610.29	3337
i	1613.73	3357
i	1613.85	3358
h 0	1614.58	3067
i	1616.05	3362
i	1616.07	3363
i	1616.36	3365
h 0	1616.94	3365
i	1621.41	3379
h 0	1623.82	3290
h 0	1625.03	3065
h 0	1626.55	3315
h 0	1627.79	3302
i	1629.65	3397
i	1631.6	3400
i	1632.25	3403
i	1632.26	3404
i	1632.37	3405
h 0	1633.87	3077
i	1633.96	3409
i	1634.07	3410
h 0	1635.22	3209
i	1635.57	3414
h 0	1636.9	3379
h 0	1637.41	3178
i	1637.76	3419
h 0	1638.5	3330
h 0	1645.45	3363
i	1648.49	3437
i	1650.13	3440
h 0	1651.16	3409
h 0	1651.29	3397
i	1653.11	3445
i	1653.13	3446
i	1653.37	3448
i	1653.44	3449
h 0	1655.97	3357
i	1656.15	3456
i	1659.44	3462
h 0	1660.13	3285
h 0	1660.31	3168
h 0	1661.78	3200
i	1661.81	3469
i	1661.88	3470
i	1661.92	3471
h 0	1662.85	3258
h 0	1663.98	3404
i	1664.09	3476
h 0	1664.12	3400
h 0	1668.47	3255
i	1669.29	3487
h 0	1670.45	3469
h 0	1671.1	3419
h 0	1671.64	3337
h 0	1672.12	3246
h 0	1672.19	3449
i	1672.19	3494
h 0	1673.93	3323
h 0	1678.72	3437
i	1679.47	3509
i	1680.44	3512
h 0	1680.73	3494
h 0	1682.04	3462
h 0	1682.89	3446
h 0	1682.96	3365
i	1684.07	3519
i	1687.34	3527
i	1689.22	3531
i	1689.31	3532
i	1689.33	3533
h 0	1690.53	3532
h 0	1690.72	3471
h 0	1692.01	3290
h 0	1692.88	3470
i	1693.77	3541
i	1693.86	3542
i	1694.86	3546
h 0	1694.87	3302
h 0	1695.28	3403
i	1697.2	3550
h 0	1701.2	3178
i	1703.05	3562
h 0	1704.63	3379
h 0	1704.68	3330
h 0	1706.51	3456
h 0	1707.24	3527
i	1707.69	3575
i	1707.83	3577
i	1707.95	3578
i	1708.47	3580
i	1708.93	3582
i	1709.23	3584
i	1709.99	3586
h 0	1710.1	3363
h 0	1713.53	3397
i	1713.98	3594
i	1714.85	3597
h 0	1716.97	3409
i	1718.92	3606
i	1719.12	3608
h 0	1721.23	3357
i	1722.34	3615
h 0	1722.37	3533
h 0	1723.33	3476
h 0	1724.14	3400
i	1725.02	3620
h 0	1726.03	3575
h 0	1726.9	3285
i	1727.88	3626
h 0	1728.22	3577
h 0	1730.05	3404
h 0	1730.13	3200
h 0	1730.87	3550
h 0	1733	3337
i	1733.37	3637
i	1735.52	3641
h 0	1737.4	3519
h 0	1741.1	3323
h 0	1742.07	3246
h 0	1742.97	3580
h 0	1746.26	3462
i	1746.95	3665
h 0	1749.25	3446
i	1750.17	3671
i	1750.21	3672
h 0	1750.36	3608
i	1750.88	3674
h 0	1751.3	3541
i	1751.38	3676
h 0	1755.9	3471
i	1757.51	3688
i	1757.52	3689
i	1759.09	3692
i	1759.4	3694
h 0	1759.58	3403
i	1762.58	3701
i	1762.68	3702
h 0	1762.95	3676
i	1763.36	3704
i	1764.09	3706
h 0	1764.98	3178
h 0	1767.31	3665
h 0	1767.41	3689
h 0	1770.7	3527
h 0	1770.86	3330
i	1772.03	3723
i	1772.07	3724
h 0	1772.36	3379
i	1773.2	3727
i	1774.65	3730
h 0	1775.77	3397
h 0	1777.72	3637
i	1782.25	3743
h 0	1783.86	3672
h 0	1784.17	3400
h 0	1784.71	3730
h 0	1786.49	3357
h 0	1787.42	3533
h 0	1788.87	3701
h 0	1790.14	3577
h 0	1791.37	3727
h 0	1792.21	3575
i	1793.2	3766
h 0	1793.23	3626
i	1793.29	3767
h 0	1793.7	3724
h 0	1796.11	3404
i	1798.34	3776
h 0	1798.49	3200
h 0	1798.77	3671
h 0	1802.22	3580
i	1802.5	3785
h 0	1804.33	3519
h 0	1804.43	3688
i	1806.11	3792
h 0	1806.84	3743
i	1806.89	3795
h 0	1807.27	3785
i	1807.84	3797
h 0	1808.26	3323
h 0	1808.71	3694
h 0	1810.48	3462
h 0	1815.61	3446
i	1818.02	3819
h 0	1819.15	3706
i	1821.76	3829
i	1822.99	3832
h 0	1823.89	3403
h 0	1825.85	3689
h 0	1829	3676
h 0	1829.7	3797
i	1831.51	3850
i	1833.98	3856
i	1835.33	3859
i	1835.39	3860
i	1836.47	3863
h 0	1837.05	3330
h 0	1838.01	3397
h 0	1838.26	3850
h 0	1838.65	3665
i	1842.83	3876
h 0	1843.97	3819
h 0	1844.19	3400
i	1845.97	3882
h 0	1846.14	3672
h 0	1851.1	3730
h 0	1851.75	3357
h 0	1852.07	3577
h 0	1852.47	3533
i	1853.38	3897
i	1857.49	3904
h 0	1858.34	3671
h 0	1859.47	3727
h 0	1859.69	3832
h 0	1859.91	3626
h 0	1860.93	3724
h 0	1861.47	3580
i	1863.37	3913
i	1864.43	3916
h 0	1868.15	3694
h 0	1869.75	3688
i	1870.43	3928
i	1870.52	3929
i	1871.34	3931
i	1871.78	3933
h 0	1872.42	3897
h 0	1874.71	3462
h 0	1875.42	3323
h 0	1883.06	3916
i	1883.26	3957
h 0	1884.28	3689
i	1888.51	3968
i	1889.16	3970
i	1889.61	3973
h 0	1889.97	3876
h 0	1890.34	3706
i	1890.63	3976
h 0	1890.76	3931
h 0	1890.84	3968
h 0	1893.33	3856
h 0	1895.05	3676
h 0	1896.01	3797
i	1900.25	3997
i	1900.92	4000
h 0	1904.22	3400
i	1904.54	4006
h 0	1905.47	3819
h 0	1906.59	3904
h 0	1910	3665
h 0	1914	3577
i	1915.45	4027
h 0	1917.5	3730
i	1917.72	4032
h 0	1917.91	3671
